temiz_metin,duygu_sinifi,duygu_skoru
"Asist Analiz Asist Analiz @asistanaliz · Erdal Hoş: ""Trabzonspor'un geçen seneki kadar transfere ihtiyacı yok. Fatih Tekke geldi, 2. yıl şampiyon yapsın hedefi gerçekçi olmayabilir. Fatih Tekke'nin hikayesini 3-4 yıla yayıp, transferi de ona göre yapmak lazım."" 0:06 / 1:03 3 3 3 1 1 1 91 91 91 29 B 29 B 29 B",negative,0.6834700107574463
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... 0:10 / 0:39 SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 843 843 843 149 B 149 B 149 B",positive,0.9890249371528625
"Asist Analiz Asist Analiz @asistanaliz · Erdal Hoş: ""Ligdeki Galatasaray maçının Trabzonspor için hiçbir önemi yok. Muhtemelen rotasyon yapacak. Bu maç değil, kupa finali önemli Trabzonspor için."" 0:38 0:38 20 20 20 4 B 4 B 4 B",NEUTRAL,0.5246067047119141
Asist Analiz Asist Analiz @asistanaliz · Bruno Fernandes x Nani 8 8 8 5 B 5 B 5 B,positive,0.8619772791862488
"Asist Analiz Asist Analiz @asistanaliz · Real Madrid, Arda Güler'in giderek artan formundan sonra bu yaz Rodrygo'nun takımdan ayrılmasına izin vererek oyuncuyu nakde çevirmek istiyor. (Marca) 2 2 2 2 2 2 59 59 59 8 B 8 B 8 B",positive,0.6572370529174805
"Asist Analiz Asist Analiz @asistanaliz · Erdal Hoş: ""Trabzonspor'un geçen seneki kadar transfere ihtiyacı yok. Fatih Tekke geldi, 2. yıl şampiyon yapsın hedefi gerçekçi olmayabilir. Fatih Tekke'nin hikayesini 3-4 yıla yayıp, transferi de ona göre yapmak lazım."" 0:00 / 1:03 3 3 3 1 1 1 91 91 91 29 B 29 B 29 B",negative,0.6713956594467163
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:17 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9585513472557068
"Asist Analiz Asist Analiz @asistanaliz ·  Erdal Hoş ile Trabzonspor Gündemi yayında!  Trabzonspor, Türkiye Kupası'nı kazanır  Trabzonspor kendisiyle yarışmalı  Banza savaşını kaybettim  Davy Klaassen defteri kapandı  Erdal Hoş x Serhat Hergüner  Tamamı için:  https:// 0:00 / 0:39 1 1 1 2 2 2 6 6 6 4 B 4 B 4 B",NEUTRAL,0.5060832500457764
"Asist Analiz Asist Analiz @asistanaliz · Paul Scholes: ""Manchester United, nasıl kupa kazanılacağını biliyor. Tottenham bilmiyor..."" 9 9 9 3 B 3 B 3 B",positive,0.8633090257644653
Asist Analiz Asist Analiz @asistanaliz · Ekranda Bugün | 9 Mayıs Cuma 4 B 4 B 4 B,positive,0.9789525270462036
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:00 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9574156403541565
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:50 0:50 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9346616864204407
"Asist Analiz Asist Analiz @asistanaliz ·  Milli futbolcumuz Yusuf Yazıcı, Fransa'nın ardından Yunanistan'da da lig şampiyonluğu yaşadı.  2024/25:  Super League 1 - Olympiakos  2020/21:  Ligue 1 - Lille Yusuf Yazıcı Yusuf Yazıcı 1 1 1 19 19 19 4 B 4 B 4 B",negative,0.8936970829963684
"Asist Analiz Asist Analiz @asistanaliz · Ruben Amorim: ""Final yüzünden şimdiden strese girdim."" 14 14 14 6 B 6 B 6 B",negative,0.7525567412376404
"Asist Analiz Asist Analiz @asistanaliz · Fenerbahçe'nin transfer listesi:  Ederson   Heung-Min Son  Dusan Vlahovic  Jonathan David

(Sabah) 16 16 16 6 6 6 61 61 61 14 B 14 B 14 B",positive,0.8038564920425415
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:10 / 1:16 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.8537758588790894
"Asist Analiz Asist Analiz @asistanaliz ·  2015'te kızıyla birlikte kaldırdığı kupayı bu kez kızı için kaldırmak istiyor.  Luis Enrique, kızı Xana'yı kaybettikten 6 yıl sonra Şampiyonlar Ligi finalinde.

(via: Movistar Plus+) 0:25 0:25 13 13 13 138 138 138 3 B 3 B 3 B 203 B 203 B 203 B",positive,0.9588866829872131
"Asist Analiz Asist Analiz @asistanaliz · Pedro Porro, 'Tottenham finalde' diyor. 0:04 / 1:34 TRT Spor TRT Spor TRT Spor 2 2 2 4 B 4 B 4 B",positive,0.9208036661148071
"Asist Analiz Asist Analiz @asistanaliz · @asistanaliz Serdal Adalı: ""İstanbul Yeni Havalimanı yakınlarında 100 dönümlük arazinin tahsisi için çok önemli bir yol kat etmiş bulunuyoruz. Bu arazinin kulübümüze tahsisi ile birlikte altyapı ile ilgili tesis ve antrenman sahalarının yapımına hemen başlamayı planlıyoruz."" 1 B 1 B 1 B",NEUTRAL,0.5752368569374084
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:47 0:47 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.8429201245307922
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler: ""Portekiz ile oynayacağımız maç için biraz heyecanlıydım. Maçtan sonra Ronaldo’nun benimle konuşmasını umuyordum çünkü ona çok saygı duyuyorum. O gün, Marca bu manşeti bastı:

“ARDA, CRISTIANO’YA MEYDAN OKUYOR” 1 1 1 1 1 1 28 28 28 5 B 5 B 5 B",NEUTRAL,0.5864920020103455
"Asist Analiz Asist Analiz @asistanaliz · Manchester United taraftarları, oyunculardan kupayı evine getirmesini istiyor. 9 9 9 5 B 5 B 5 B",positive,0.9629283547401428
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:05 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9599631428718567
Asist Analiz Asist Analiz @asistanaliz · Mason Mount'tan R2+  geliyor. 0:06 / 1:37 TRT Spor TRT Spor TRT Spor 17 17 17 5 B 5 B 5 B,positive,0.6501485705375671
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler: ""Babam sadece bir Fenerbahçe taraftarı değildi, adeta Fenerbahçe’yle yaşıyordu. Hep, ‘Bizim damarlarımızdaki kan sarı-lacivert akar' derdi.

Babam sayesinde, doğduğum andan itibaren Fenerbahçeli’ydim. Neredeyse kelimenin tam anlamıyla."" 1 1 1 25 25 25 6 B 6 B 6 B",positive,0.9912872910499573
"Asist Analiz Asist Analiz @asistanaliz · Mohamed Salah, Futbol Yazarları Derneği (FWA) tarafından 2025 Yılının Futbolcusu seçildi. 15 15 15 3 B 3 B 3 B",positive,0.6533011198043823
Asist Analiz gönderiyi yeniden yayınladı Asist Analiz Asist Analiz Asist Analiz Asist Analiz @asistanaliz · Türk futbol tarihinin en çok kupa kazanan başkanları. 212 212 212 281 281 281 9 B 9 B 9 B 782 B 782 B 782 B,positive,0.9882436990737915
Asist Analiz Asist Analiz @asistanaliz · Süper Lig'in 35. haftasında görev yapacak hakemler belli oldu.  Başakşehir-Fenerbahçe: Burak Pakkan  Trabzonspor-Galatasaray: Atilla Karaoğlan  Beşiktaş-Adana Demirspor: Çağdaş Altay 2 2 2 1 1 1 5 5 5 5 B 5 B 5 B,NEUTRAL,0.5761879086494446
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 1:04 1:04 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",positive,0.9922806024551392
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen: ""Kariyerimde şu ana kadar en çok keyif aldığım, en tutkulu ve hatta en şefkatli taraftarlara sahip kulüp Galatasaray."" 7 7 7 3 B 3 B 3 B",positive,0.9903637766838074
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 0:05 / 1:10 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",positive,0.9919445514678955
"Asist Analiz Asist Analiz @asistanaliz · Beşiktaş Başkanı Serdal Adalı, taraftarlara üçlü çektirdi. AA SPOR AA SPOR AA SPOR 1 1 1 19 19 19 4 B 4 B 4 B",positive,0.7891797423362732
Asist Analiz Asist Analiz @asistanaliz · 2 yıl önce bugün: Kevin de Bruyne'nin Real Madrid'e attığı gol ve fileden gelen ses   0:30 0:30 Manchester City Manchester City Manchester City 6 6 6 5 5 5 831 831 831 114 B 114 B 114 B,positive,0.9004775285720825
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 0:00 / 1:16 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",positive,0.9767548441886902
"Asist Analiz Asist Analiz @asistanaliz · Athletic Bilbao taraftarları, yarı finalde mağlup olan takımlarını maç sonunda desteklemeye devam etti. 0:18 0:18 Yagüe Yagüe Yagüe 54 54 54 8 B 8 B 8 B",positive,0.9568542242050171
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:57 0:57 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9129441976547241
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 1:12 1:12 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",positive,0.9719218611717224
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 1:13 1:13 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",positive,0.9798449277877808
"Asist Analiz Asist Analiz @asistanaliz · Athletic Bilbao: Agirrezabala, Gorosabel, Nunez, Yeray, Yuri, Galarreta, Jaureguizar, Djalo, Berenguer, Unai Gomez, Maroan 2 2 2 4 B 4 B 4 B",negative,0.6167518496513367
"Asist Analiz Asist Analiz @asistanaliz ·  PSG, Mbappe'nin ayrıldığı sezon 3'te 3 yapmaya doğru koşuyor.  Mbappe ise sezonu kupasız tamamlamak üzere... 1 1 1 2 2 2 23 23 23 4 B 4 B 4 B",positive,0.9166339039802551
"Asist Analiz Asist Analiz @asistanaliz · Mason Mount, Athletic Bilbao'nun ikramını geri çevirmiyor. 0:00 / 1:29 TRT Spor TRT Spor TRT Spor 22 22 22 8 B 8 B 8 B",positive,0.9407926797866821
Asist Analiz gönderiyi yeniden yayınladı Asist Analiz Asist Analiz Asist Analiz Asist Analiz @asistanaliz · Türk futbol tarihinin en çok kupa kazanan başkanları. 212 212 212 281 281 281 9 B 9 B 9 B 781 B 781 B 781 B,positive,0.9897153973579407
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",positive,0.9874072074890137
"Asist Analiz Asist Analiz @asistanaliz · Rasmus Hojlund selfie sevinci hakkında: ""Amad o esnada kamerayı nasıl açacağını bulamadı."" 1 1 1 141 141 141 7 B 7 B 7 B",positive,0.8537425398826599
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen: ""Türkiye'ye geldiğimden beri her şey harika gidiyor. İstanbul, dünyanın en iyi şehirlerinden biri. İnsanlara alıştım, özellikle Galatasaray taraftarlarına..."" (Galatasaray YouTube) 1 1 1 6 6 6 4 B 4 B 4 B",positive,0.9951493144035339
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 1:13 1:13 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.8759592771530151
Asist Analiz Asist Analiz @asistanaliz · Dorgu 'Al da at' dedi. Garnacho atamadı. 0:05 / 0:51 TRT Spor TRT Spor TRT Spor 5 5 5 6 B 6 B 6 B,positive,0.7673951387405396
"Asist Analiz Asist Analiz @asistanaliz · Bodo/Glimt taraftarları, gece 2.30'da Tottenham'ın kaldığı otelin çevresinde havai fişek patlattı. 0:04 / 0:38 Ultras Bodø Ultras Bodø Ultras Bodø 9 9 9 3 3 3 73 73 73 13 B 13 B 13 B",positive,0.9358416199684143
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:12 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9509714841842651
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 840 840 840 148 B 148 B 148 B",positive,0.9905169606208801
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen'in cevapları:

• Galatasaray: En iyi
• Okan Buruk: Harika teknik direktör ve harika lider
• RAMS Park: Harika atmosfer
• Mertens: Harika arkadaş, harika efsane, büyük efsane 1 1 1 6 6 6 3 B 3 B 3 B",positive,0.9951019287109375
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 1:06 1:06 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",positive,0.9927932024002075
Asist Analiz Asist Analiz @asistanaliz · Mason Mount'tan R2+  geliyor. 0:01 / 1:37 TRT Spor TRT Spor TRT Spor 17 17 17 5 B 5 B 5 B,positive,0.6242988705635071
Asist Analiz Asist Analiz @asistanaliz · GOL! Manchester United 4-1 Athletic Bilbao 90+1' Mount 4 4 4 4 B 4 B 4 B,negative,0.6320529580116272
"Asist Analiz Asist Analiz @asistanaliz · PFDK, Fenerbahçe'ye Beşiktaş maçında Gedson'un gözüne lazer tutulması nedeniyle 1 milyon 680 bin TL para cezası verdi. 1 1 1 1 1 1 5 5 5 4 B 4 B 4 B",NEUTRAL,0.5542631149291992
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 0:07 / 1:10 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",positive,0.9921608567237854
"Asist Analiz Asist Analiz @asistanaliz · Serdal Adalı: ""Rio Ave, Demir Ege Tıknaz'ın opsiyonunu kullanacak. Başka bir takıma satış için anlaşmışlar."" 14 14 14 5 B 5 B 5 B",negative,0.7362810969352722
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... 0:36 0:36 SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 840 840 840 148 B 148 B 148 B",positive,0.9899486303329468
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 1:00 1:00 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",positive,0.9850165843963623
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 1:11 1:11 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.6301723122596741
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler: ""Ne demek istediğinden tam emin değildim. Ama bir gün okuldan eve döndüğümde, mutfak masasının üstünde bir paket vardı. Playstation şeklinde bir kutuydu. Çıldırdım.

Babama baktım ve 'Gerçekten mi?!' diye sordum.

'Gerçekten.' dedi

Açtığımda Playstation’ın içinde bir Daha fazla göster 1 1 1 5 5 5 4 B 4 B 4 B",positive,0.8706294298171997
"Asist Analiz Asist Analiz @asistanaliz · Pedro Porro, 'Tottenham finalde' diyor. 1:31 1:31 TRT Spor TRT Spor TRT Spor 2 2 2 4 B 4 B 4 B",positive,0.9331401586532593
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen: ""Bana duyulan sevgi çok büyük ve çoğu zaman insanların benim için neler yaptıklarını, beni nasıl kutladıklarını görüyorum ve beni nasıl destekleri konusunda hayran oluyorum."" 3 3 3 2 B 2 B 2 B",positive,0.9792659878730774
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:31 / 1:16 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.867200493812561
"Asist Analiz Asist Analiz @asistanaliz · Serdal Adalı: ""Gedson'un %50'sini almadan, Gedson'u satmam. Benfica ile konuştum, 'Sözleşmesini uzatırız, elinize bir şey geçmez' dedim."" 1 1 1 7 7 7 4 B 4 B 4 B",positive,0.8337783217430115
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:11 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9522272944450378
Asist Analiz Asist Analiz @asistanaliz · SON DAKİKA | TFF transfer dönemi tarihlerini açıkladı.  Yaz transfer dönemi: 30 Haziran 2025 - 12 Eylül 2025 Kış transfer dönemi: 5 Ocak 2026 - 10 Şubat 2026 5 5 5 4 B 4 B 4 B,positive,0.693009078502655
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:01 / 1:16 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.8838810920715332
"Asist Analiz Asist Analiz @asistanaliz · UEFA Avrupa Ligi'nde İngiliz finali

Manchester United-Tottenham

Bu sonuçla birlikte Premier League gelecek sezon 6 takımı Şampiyonlar Ligi'ne gönderecek. 8 8 8 4 B 4 B 4 B",positive,0.9372545480728149
Asist Analiz Asist Analiz @asistanaliz · Dorgu 'Al da at' dedi. Garnacho atamadı. 0:46 0:46 TRT Spor TRT Spor TRT Spor 5 5 5 6 B 6 B 6 B,positive,0.7757717370986938
"Asist Analiz Asist Analiz @asistanaliz ·  2015'te kızıyla birlikte kaldırdığı kupayı bu kez kızı için kaldırmak istiyor.  Luis Enrique, kızı Xana'yı kaybettikten 6 yıl sonra Şampiyonlar Ligi finalinde.

(via: Movistar Plus+) 0:00 / 0:30 13 13 13 138 138 138 3 B 3 B 3 B 203 B 203 B 203 B",positive,0.9734135270118713
"Asist Analiz Asist Analiz @asistanaliz · Pedro Porro, 'Tottenham finalde' diyor. 0:18 / 1:34 TRT Spor TRT Spor TRT Spor 2 2 2 4 B 4 B 4 B",positive,0.9057925343513489
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:00 / 1:16 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.8800055384635925
Asist Analiz Asist Analiz @asistanaliz · Mason Mount'tan R2+  geliyor. 0:00 / 1:37 TRT Spor TRT Spor TRT Spor 17 17 17 5 B 5 B 5 B,positive,0.6898291110992432
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler'in The Players Tribune için yazdığı mektup:

""12 yaşındayken, bir Playstation almaya kafayı takmıştım. Bunu ne kadar çok istediğimi anlayamazsınız. Babama her gün yalvardım. Tek istediğim FIFA 17’ydi.

Ben çocukken pek video oyunu oynamazdım, çünkü hep sokakta futbol Daha fazla göster 1 1 1 15 15 15 6 B 6 B 6 B",NEUTRAL,0.5589205622673035
"Asist Analiz Asist Analiz @asistanaliz · Bodo/Glimt taraftarları, gece 2.30'da Tottenham'ın kaldığı otelin çevresinde havai fişek patlattı. 0:33 0:33 Ultras Bodø Ultras Bodø Ultras Bodø 9 9 9 3 3 3 73 73 73 13 B 13 B 13 B",positive,0.901643693447113
"Asist Analiz Asist Analiz @asistanaliz · Bodo/Glimt taraftarları, gece 2.30'da Tottenham'ın kaldığı otelin çevresinde havai fişek patlattı. Ultras Bodø Ultras Bodø Ultras Bodø 9 9 9 3 3 3 73 73 73 13 B 13 B 13 B",positive,0.9781625866889954
Asist Analiz Asist Analiz @asistanaliz · GOL! Manchester United 2-1 Athletic Bilbao  79' Casemiro 2 2 2 4 B 4 B 4 B,negative,0.9250211715698242
"Asist Analiz Asist Analiz @asistanaliz · Manchester United: Onana, Lindelof, Maguire, Yoro, Mazraoui, Casemiro, Ugarte, Dorgu, Garnacho, Fernandes, Hojlund 1 1 1 4 4 4 8 B 8 B 8 B",positive,0.9116511344909668
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 1:07 1:07 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",positive,0.8923702836036682
"Asist Analiz Asist Analiz @asistanaliz · Serdal Adalı: ""Hangi bölgeye kaç transfer lazımsa, biz o kadar transfer yapacağız. Taraftarımızın içi rahat olsun."" 1 1 1 3 B 3 B 3 B",positive,0.8261934518814087
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... 0:10 / 0:39 SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 842 842 842 148 B 148 B 148 B",positive,0.9831579923629761
Asist Analiz Asist Analiz @asistanaliz · Türk futbol tarihinin en çok kupa kazanan başkanları. 214 214 214 282 282 282 9 B 9 B 9 B 788 B 788 B 788 B,positive,0.9755908250808716
"Asist Analiz Asist Analiz @asistanaliz ·  2015'te kızıyla birlikte kaldırdığı kupayı bu kez kızı için kaldırmak istiyor.  Luis Enrique, kızı Xana'yı kaybettikten 6 yıl sonra Şampiyonlar Ligi finalinde.

(via: Movistar Plus+) 13 13 13 138 138 138 3 B 3 B 3 B 203 B 203 B 203 B",positive,0.9778816103935242
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:44 0:44 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9551370739936829
"Asist Analiz Asist Analiz @asistanaliz · Serdal Adalı: ""Camiamıza sözümüzdür. Bundan sonra o çalkantılı ve kaotik günlere dönmeyeceğiz. Göreve geldiğimizde umutsuz bir ruh halimiz ve kurumsallıktan uzaklaşmış bir Beşiktaş vardı. Beşiktaşlılar asla vazgeçmez. Çalışmaya devam edeceğiz. Sadece işimizi konsantre olduk."" 3 3 3 3 3 3 6 B 6 B 6 B",negative,0.6186953186988831
Asist Analiz Asist Analiz @asistanaliz · Ekranda Bugün | 8 Mayıs Perşembe 1 1 1 4 4 4 5 B 5 B 5 B,positive,0.986314058303833
Asist Analiz Asist Analiz @asistanaliz · Trabzonspor - Galatasaray maçını Atilla Karaoğlan yönetecek. 1 1 1 2 2 2 4 B 4 B 4 B,negative,0.7253894209861755
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 0:00 / 1:10 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",positive,0.9921032786369324
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:55 0:55 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.8964831233024597
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:01 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9540331363677979
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler: ""İlk kez Şükrü Saraçoğlu’na gitmek, bir hayal dünyasına ilk kez ayak basmak gibiydi. Önünüzde tüm stat beliriyor ve sonra o sesi duyuyorsunuz… Atmosfer inanılmaz. Tribünlerde hiç erkek yoktu ama eminim ki o stadyumu sadece çocuklarla doldursanız bile, o atmosfer yine Daha fazla göster 1 1 1 2 2 2 26 26 26 7 B 7 B 7 B",positive,0.9956537485122681
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,positive,0.9900224804878235
Asist Analiz Asist Analiz @asistanaliz · 2 yıl önce bugün: Kevin de Bruyne'nin Real Madrid'e attığı gol ve fileden gelen ses   Manchester City Manchester City Manchester City 6 6 6 5 5 5 831 831 831 114 B 114 B 114 B,positive,0.9813379049301147
"Asist Analiz Asist Analiz @asistanaliz · Athletic Bilbao taraftarları, yarı finalde mağlup olan takımlarını maç sonunda desteklemeye devam etti. 0:05 / 0:22 Yagüe Yagüe Yagüe 54 54 54 8 B 8 B 8 B",positive,0.9594607949256897
